UserId,UserName,Title,ActionDate,Description,ActionType,ActionOn,DateTime,ObjectName,ObjectType
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Enterprise Guide: OLAP, ObjId=A55FVM56.A500000H.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Enterprise Guide: Analysis, ObjId=A55FVM56.A500000G.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Enterprise Guide: Advanced, ObjId=A55FVM56.A500000F.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=EFILE_TRANSMITTER, ObjId=A55FVM56.A5000028.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Data Remediation: Issue View, ObjId=A55FVM56.A500001E.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Data Remediation: Issue Management, ObjId=A55FVM56.A500001D.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Data Remediation: Issue Administration, ObjId=A55FVM56.A500001C.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Data Management: Process Orchestration, ObjId=A55FVM56.A500001B.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Data Management: Operation, ObjId=A55FVM56.A5000016.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Customer Due Diligence: Scenario Manager User, ObjId=A55FVM56.A500002M.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Customer Due Diligence: Manager, ObjId=A55FVM56.A500002K.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Customer Due Diligence: Investigator, ObjId=A55FVM56.A500002J.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Customer Due Diligence: Administrator, ObjId=A55FVM56.A500002L.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Compliance Solutions: Quality Review and Audit, ObjId=A55FVM56.A500002N.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Comments: Administrator, ObjId=A55FVM56.A500000R.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_MANAGER, ObjId=A55FVM56.A5000023.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_LEGAL, ObjId=A55FVM56.A5000024.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_INVESTIGATOR, ObjId=A55FVM56.A5000021.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_FILER, ObjId=A55FVM56.A5000025.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_ANALYST, ObjId=A55FVM56.A5000022.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_ADVANCED, ObjId=A55FVM56.A5000027.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=CASE_ADMIN, ObjId=A55FVM56.A5000026.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: Scenario Administrator User, ObjId=A55FVM56.A500002I.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: Manager, ObjId=A55FVM56.A500002F.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: Investigator, ObjId=A55FVM56.A500002E.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: E-File Manager, ObjId=A55FVM56.A500002H.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: Analyst, ObjId=A55FVM56.A500002D.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"Role  Name=Anti-Money Laundering: Administrator, ObjId=A55FVM56.A500002G.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Visual Data Builder Administrators, ObjId=A55FVM56.A500000M.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Visual Analytics Users, ObjId=A55FVM56.A500001K.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Visual Analytics Data Administrators, ObjId=A55FVM56.A500000L.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=ThemeDesigner Administrators, ObjId=A55FVM56.A500000X.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Social Network Analysis Database Access Group, ObjId=A55FVM56.A500001X.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SNA Investigator, ObjId=A55FVM56.A500001W.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SAS_EV_Super_User, ObjId=A55FVM56.A500002O.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SAS_EV_Guest, ObjId=A55FVM56.A500002P.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SAS_EV_AppServer_Tier, ObjId=A55FVM56.A500002Q.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SASAdministrators, ObjId=A55FVM56.A5000003.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SAS System Services, ObjId=A55FVM56.A5000007.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=SAS General Servers, ObjId=A55FVM56.A5000008.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Knowledge Center, ObjId=A55FVM56.A500000D.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=FCF Managers, ObjId=A55FVM56.A500002B.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=FCF Investigators, ObjId=A55FVM56.A500002C.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Ent Case Mgmt Users, ObjId=A55FVM56.A500000A.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Ent Case Mgmt DB Group, ObjId=A55FVM56.A500000B.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Ent Case Mgmt Administrators, ObjId=A55FVM56.A5000009.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Stewards, ObjId=A55FVM56.A5000011.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Power Users, ObjId=A55FVM56.A5000014.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Executives, ObjId=A55FVM56.A5000015.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Business Users, ObjId=A55FVM56.A5000012.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Business Approvers, ObjId=A55FVM56.A5000013.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Data Management Administrators, ObjId=A55FVM56.A5000010.",Add Member,Person,06/02/2024 00:24:59,sasinst,
sasadm,SAS Administrator,,2024-02-06,"IdentityGroup  Name=Core, ObjId=A55FVM56.A500000C.",Add Member,Person,06/02/2024 00:24:59,sasinst,
